date,agegroup,race,gender,cases,tested,deaths
2020-11-11,30-39,Black,NA,9386,99663,49
2020-11-11,30-39,Hispanic,NA,21213,106398,77
2020-11-11,30-39,Left Blank,NA,24722,558484,1
2020-11-11,30-39,NH/PI*,NA,116,1542,0
2020-11-11,30-39,Other,NA,3272,43782,0
2020-11-11,30-39,White,NA,23862,363048,14
2020-11-11,30-39,NA,NA,84547,1212577,147
2020-11-11,40-49,AI/AN**,NA,87,923,1
2020-11-11,40-49,Asian,NA,1686,25068,10
2020-11-11,40-49,Black,NA,8877,93707,97
2020-11-11,40-49,Hispanic,NA,21835,93203,174
2020-11-11,40-49,Left Blank,NA,22698,481830,3
2020-11-11,40-49,NH/PI*,NA,110,1204,1
2020-11-11,40-49,Other,NA,2951,34761,1
2020-11-11,40-49,White,NA,22920,307709,46
2020-11-11,40-49,NA,NA,81164,1038405,333
2020-11-11,50-59,AI/AN**,NA,99,951,1
2020-11-11,50-59,Asian,NA,1528,21234,27
2020-11-11,50-59,Black,NA,8650,101975,227
2020-11-11,50-59,Hispanic,NA,15475,70524,318
2020-11-11,50-59,Left Blank,NA,21753,507042,9
2020-11-11,50-59,NH/PI*,NA,96,1222,2
2020-11-11,50-59,Other,NA,2669,31800,3
2020-11-11,50-59,White,NA,27326,373805,196
2020-11-11,50-59,NA,NA,77596,1108553,783
2020-11-11,60-69,AI/AN**,NA,62,713,4
2020-11-11,60-69,Asian,NA,1224,14280,63
2020-11-11,60-69,Black,NA,6535,88471,544
2020-11-11,60-69,Hispanic,NA,7732,40095,462
2020-11-11,60-69,Left Blank,NA,14409,422606,20
2020-11-11,60-69,NH/PI*,NA,82,749,3
2020-11-11,60-69,Other,NA,1758,24532,13
2020-11-11,60-69,White,NA,21944,351317,618
2020-11-11,60-69,NA,NA,53746,942763,1727
2020-11-11,70-79,AI/AN**,NA,40,397,3
2020-11-11,70-79,Asian,NA,623,7737,101
2020-11-11,70-79,Black,NA,3766,46206,636
2020-11-11,70-79,Hispanic,NA,3015,16815,429
2020-11-11,70-79,Left Blank,NA,6841,247766,51
2020-11-11,70-79,NH/PI*,NA,29,302,1
2020-11-11,70-79,Other,NA,777,14034,17
2020-11-11,70-79,White,NA,13507,243434,1300
2020-11-11,70-79,NA,NA,28598,576691,2538
2020-11-11,80+,AI/AN**,NA,25,206,6
2020-11-11,80+,Asian,NA,488,4389,197
2020-11-11,80+,Black,NA,2464,25228,811
2020-11-11,80+,Hispanic,NA,1513,8599,442
2020-11-11,80+,Left Blank,NA,5465,265766,146
2020-11-11,80+,NH/PI*,NA,17,138,3
2020-11-11,80+,Other,NA,409,7182,23
2020-11-11,80+,White,NA,12380,210284,3231
2020-11-11,80+,NA,NA,22761,521792,4859
2020-11-11,Unknown,AI/AN**,NA,0,0,0
2020-11-11,Unknown,Asian,NA,0,51,0
2020-11-11,Unknown,Black,NA,4,168,0
2020-11-11,Unknown,Hispanic,NA,11,250,0
2020-11-11,Unknown,Left Blank,NA,122,508734,0
2020-11-11,Unknown,NH/PI*,NA,0,0,0
2020-11-11,Unknown,Other,NA,1,39,0
2020-11-11,Unknown,White,NA,30,516,0
2020-11-11,Unknown,NA,NA,168,509758,0
2020-11-11,NA,AI/AN**,NA,637,6754,15
2020-11-11,NA,Asian,NA,10591,322098,406
2020-11-11,NA,Black,NA,56158,667540,2384
2020-11-11,NA,Hispanic,NA,113641,626379,1923
2020-11-11,NA,Left Blank,NA,147495,3972237,230
2020-11-11,NA,NH/PI*,NA,640,9365,10
2020-11-11,NA,Other,NA,18238,272856,58
2020-11-11,NA,White,NA,176440,2787254,5408
2020-11-11,NA,NA,Female,269462,4483422,4845
2020-11-11,NA,NA,Male,245958,3431398,5589
2020-11-11,NA,NA,Unknown/Left Blank,8420,749663,0
2020-11-10,<20,AI/AN**,NA,79,928,0
2020-11-10,<20,Asian,NA,1094,65628,0
2020-11-10,<20,Black,NA,6082,82675,5
2020-11-10,<20,Hispanic,NA,18277,122559,1
2020-11-10,<20,Left Blank,NA,20167,348562,0
2020-11-10,<20,NH/PI*,NA,70,1520,0
2020-11-10,<20,Other,NA,2703,47289,0
2020-11-10,<20,White,NA,21639,374388,2
2020-11-10,<20,NA,NA,70111,1043549,8
2020-11-10,20-29,AI/AN**,NA,131,1551,0
2020-11-10,20-29,Asian,NA,1996,142104,2
2020-11-10,20-29,Black,NA,10108,126983,15
2020-11-10,20-29,Hispanic,NA,23671,163118,20
2020-11-10,20-29,Left Blank,NA,29947,622994,0
2020-11-10,20-29,NH/PI*,NA,118,2629,0
2020-11-10,20-29,Other,NA,3559,68155,0
2020-11-10,20-29,White,NA,31232,548749,1
2020-11-10,20-29,NA,NA,100762,1676283,38
2020-11-10,30-39,AI/AN**,NA,109,1047,0
2020-11-10,30-39,Asian,NA,1816,38029,6
2020-11-10,30-39,Black,NA,9259,98639,49
2020-11-10,30-39,Hispanic,NA,20847,104944,76
2020-11-10,30-39,Left Blank,NA,23993,554194,1
2020-11-10,30-39,NH/PI*,NA,115,1527,0
2020-11-10,30-39,Other,NA,3193,43258,0
2020-11-10,30-39,White,NA,23158,357945,14
2020-11-10,30-39,NA,NA,82490,1199583,146
2020-11-10,40-49,AI/AN**,NA,87,915,1
2020-11-10,40-49,Asian,NA,1656,24709,10
2020-11-10,40-49,Black,NA,8756,92696,97
2020-11-10,40-49,Hispanic,NA,21480,91836,174
2020-11-10,40-49,Left Blank,NA,22029,477831,3
2020-11-10,40-49,NH/PI*,NA,107,1192,1
2020-11-10,40-49,Other,NA,2886,34366,0
2020-11-10,40-49,White,NA,22211,303244,42
2020-11-10,40-49,NA,NA,79212,1026789,328
2020-11-10,50-59,AI/AN**,NA,98,944,1
2020-11-10,50-59,Asian,NA,1494,20872,26
2020-11-10,50-59,Black,NA,8538,100960,225
2020-11-10,50-59,Hispanic,NA,15216,69588,312
2020-11-10,50-59,Left Blank,NA,21173,503214,9
2020-11-10,50-59,NH/PI*,NA,95,1218,2
2020-11-10,50-59,Other,NA,2625,31449,3
2020-11-10,50-59,White,NA,26515,368834,194
2020-11-10,50-59,NA,NA,75754,1097079,772
2020-11-10,60-69,AI/AN**,NA,62,709,4
2020-11-10,60-69,Asian,NA,1195,14066,63
2020-11-10,60-69,Black,NA,6439,87724,540
2020-11-10,60-69,Hispanic,NA,7605,39623,458
2020-11-10,60-69,Left Blank,NA,13992,419617,18
2020-11-10,60-69,NH/PI*,NA,82,745,3
2020-11-10,60-69,Other,NA,1721,24312,13
2020-11-10,60-69,White,NA,21300,347192,609
2020-11-10,60-69,NA,NA,52396,933988,1708
2020-11-10,70-79,AI/AN**,NA,38,396,3
2020-11-10,70-79,Asian,NA,612,7642,101
2020-11-10,70-79,Black,NA,3720,45875,634
2020-11-10,70-79,Hispanic,NA,2964,16617,426
2020-11-10,70-79,Left Blank,NA,6632,246146,43
2020-11-10,70-79,NH/PI*,NA,28,301,1
2020-11-10,70-79,Other,NA,769,13917,16
2020-11-10,70-79,White,NA,13188,240896,1272
2020-11-10,70-79,NA,NA,27951,571790,2496
2020-11-10,80+,AI/AN**,NA,25,206,6
2020-11-10,80+,Asian,NA,483,4333,195
2020-11-10,80+,Black,NA,2433,25038,809
2020-11-10,80+,Hispanic,NA,1494,8504,440
2020-11-10,80+,Left Blank,NA,5325,263620,127
2020-11-10,80+,NH/PI*,NA,16,136,3
2020-11-10,80+,Other,NA,399,7111,21
2020-11-10,80+,White,NA,12163,207787,3192
2020-11-10,80+,NA,NA,22338,516735,4793
2020-11-10,Unknown,AI/AN**,NA,0,0,0
2020-11-10,Unknown,Asian,NA,0,51,0
2020-11-10,Unknown,Black,NA,4,168,0
2020-11-10,Unknown,Hispanic,NA,11,249,0
2020-11-10,Unknown,Left Blank,NA,124,504200,0
2020-11-10,Unknown,NH/PI*,NA,0,0,0
2020-11-10,Unknown,Other,NA,1,39,0
2020-11-10,Unknown,White,NA,29,516,0
2020-11-10,Unknown,NA,NA,169,505223,0
2020-11-10,NA,AI/AN**,NA,629,6696,15
2020-11-10,NA,Asian,NA,10346,317434,403
2020-11-10,NA,Black,NA,55339,660758,2374
2020-11-10,NA,Hispanic,NA,111565,617038,1907
2020-11-10,NA,Left Blank,NA,143382,3940378,201
2020-11-10,NA,NH/PI*,NA,631,9268,10
2020-11-10,NA,Other,NA,17856,269896,53
2020-11-10,NA,White,NA,171435,2749551,5326
2020-11-10,NA,NA,Female,262840,4434000,4784
2020-11-10,NA,NA,Male,240164,3393660,5505
2020-11-10,NA,NA,Unknown/Left Blank,8179,743359,0
2020-11-09,<20,AI/AN**,NA,75,909,0
2020-11-09,<20,Asian,NA,1072,65012,0
2020-11-09,<20,Black,NA,5989,81867,5
2020-11-09,<20,Hispanic,NA,17955,120751,1
2020-11-09,<20,Left Blank,NA,19350,342924,0
2020-11-09,<20,NH/PI*,NA,70,1518,0
2020-11-09,<20,Other,NA,2591,46632,0
2020-11-09,<20,White,NA,20997,369835,2
2020-11-09,<20,NA,NA,68099,1029448,8
2020-11-09,20-29,AI/AN**,NA,128,1533,0
2020-11-09,20-29,Asian,NA,1946,141075,2
2020-11-09,20-29,Black,NA,9950,125806,15
2020-11-09,20-29,Hispanic,NA,23344,161241,20
2020-11-09,20-29,Left Blank,NA,29107,615309,0
2020-11-09,20-29,NH/PI*,NA,118,2622,0
2020-11-09,20-29,Other,NA,3455,67415,0
2020-11-09,20-29,White,NA,30392,542788,1
2020-11-09,20-29,NA,NA,98440,1657789,38
2020-11-09,30-39,AI/AN**,NA,108,1031,0
2020-11-09,30-39,Asian,NA,1774,37655,5
2020-11-09,30-39,Black,NA,9144,97757,49
2020-11-09,30-39,Hispanic,NA,20577,103699,76
2020-11-09,30-39,Left Blank,NA,23227,547066,1
2020-11-09,30-39,NH/PI*,NA,113,1517,0
2020-11-09,30-39,Other,NA,3089,42625,0
2020-11-09,30-39,White,NA,22416,353573,14
2020-11-09,30-39,NA,NA,80448,1184923,145
2020-11-09,40-49,AI/AN**,NA,86,894,1
2020-11-09,40-49,Asian,NA,1630,24479,10
2020-11-09,40-49,Black,NA,8632,91970,97
2020-11-09,40-49,Hispanic,NA,21215,90740,172
2020-11-09,40-49,Left Blank,NA,21283,471539,3
2020-11-09,40-49,NH/PI*,NA,106,1189,1
2020-11-09,40-49,Other,NA,2808,33909,0
2020-11-09,40-49,White,NA,21488,299603,40
2020-11-09,40-49,NA,NA,77248,1014323,324
2020-11-09,50-59,AI/AN**,NA,98,929,1
2020-11-09,50-59,Asian,NA,1459,20663,26
2020-11-09,50-59,Black,NA,8435,100199,225
2020-11-09,50-59,Hispanic,NA,15047,68819,310
2020-11-09,50-59,Left Blank,NA,20455,496812,9
2020-11-09,50-59,NH/PI*,NA,94,1215,2
2020-11-09,50-59,Other,NA,2546,31061,3
2020-11-09,50-59,White,NA,25725,364945,193
2020-11-09,50-59,NA,NA,73859,1084643,769
2020-11-09,60-69,AI/AN**,NA,62,701,4
2020-11-09,60-69,Asian,NA,1173,13933,62
2020-11-09,60-69,Black,NA,6358,87159,540
2020-11-09,60-69,Hispanic,NA,7521,39214,457
2020-11-09,60-69,Left Blank,NA,13503,414334,18
2020-11-09,60-69,NH/PI*,NA,82,743,3
2020-11-09,60-69,Other,NA,1681,24035,13
2020-11-09,60-69,White,NA,20639,343787,608
2020-11-09,60-69,NA,NA,51019,923906,1705
2020-11-09,70-79,AI/AN**,NA,38,393,3
2020-11-09,70-79,Asian,NA,600,7580,100
2020-11-09,70-79,Black,NA,3677,45611,632
2020-11-09,70-79,Hispanic,NA,2923,16478,425
2020-11-09,70-79,Left Blank,NA,6460,243100,43
2020-11-09,70-79,NH/PI*,NA,28,298,1
2020-11-09,70-79,Other,NA,753,13805,15
2020-11-09,70-79,White,NA,12872,238714,1251
2020-11-09,70-79,NA,NA,27351,565979,2470
2020-11-09,80+,AI/AN**,NA,25,203,6
2020-11-09,80+,Asian,NA,478,4308,195
2020-11-09,80+,Black,NA,2413,24926,806
2020-11-09,80+,Hispanic,NA,1483,8452,438
2020-11-09,80+,Left Blank,NA,5220,259677,124
2020-11-09,80+,NH/PI*,NA,16,134,3
2020-11-09,80+,Other,NA,386,7065,21
2020-11-09,80+,White,NA,11912,205858,3158
2020-11-09,80+,NA,NA,21933,510623,4751
2020-11-09,Unknown,AI/AN**,NA,0,0,0
2020-11-09,Unknown,Asian,NA,0,51,0
2020-11-09,Unknown,Black,NA,3,167,0
2020-11-09,Unknown,Hispanic,NA,11,249,0
2020-11-09,Unknown,Left Blank,NA,120,496409,0
2020-11-09,Unknown,NH/PI*,NA,0,0,0
2020-11-09,Unknown,Other,NA,1,39,0
2020-11-09,Unknown,White,NA,28,515,0
2020-11-09,Unknown,NA,NA,163,497430,0
2020-11-09,NA,AI/AN**,NA,620,6593,15
2020-11-09,NA,Asian,NA,10132,314756,400
2020-11-09,NA,Black,NA,54601,655462,2369
2020-11-09,NA,Hispanic,NA,110076,609643,1899
2020-11-09,NA,Left Blank,NA,138725,3887170,198
2020-11-09,NA,NH/PI*,NA,627,9236,10
2020-11-09,NA,Other,NA,17310,266586,52
2020-11-09,NA,White,NA,166469,2719618,5267
2020-11-09,NA,NA,Female,256327,4380654,4750
2020-11-09,NA,NA,Male,234234,3354165,5460
2020-11-09,NA,NA,Unknown/Left Blank,7999,734245,0
2020-11-08,<20,AI/AN**,NA,69,904,0
2020-11-08,<20,Asian,NA,1049,64505,0
2020-11-08,<20,Black,NA,5899,81248,5
2020-11-08,<20,Hispanic,NA,17586,119552,1
2020-11-08,<20,Left Blank,NA,18701,338813,0
2020-11-08,<20,NH/PI*,NA,68,1510,0
2020-11-08,<20,Other,NA,2536,46378,0
2020-11-08,<20,White,NA,20535,367066,2
2020-11-08,<20,NA,NA,66443,1019976,8
2020-11-08,20-29,AI/AN**,NA,125,1520,0
2020-11-08,20-29,Asian,NA,1914,140148,2
2020-11-08,20-29,Black,NA,9829,124957,15
2020-11-08,20-29,Hispanic,NA,22973,159703,20
2020-11-08,20-29,Left Blank,NA,28121,608600,0
2020-11-08,20-29,NH/PI*,NA,118,2610,0
2020-11-08,20-29,Other,NA,3398,67054,0
2020-11-08,20-29,White,NA,29835,539109,1
2020-11-08,20-29,NA,NA,96313,1643701,38
2020-11-08,30-39,AI/AN**,NA,105,1022,0
2020-11-08,30-39,Asian,NA,1745,37365,5
2020-11-08,30-39,Black,NA,9017,97114,49
2020-11-08,30-39,Hispanic,NA,20275,102719,76
2020-11-08,30-39,Left Blank,NA,22439,541744,1
2020-11-08,30-39,NH/PI*,NA,113,1506,0
2020-11-08,30-39,Other,NA,3028,42338,0
2020-11-08,30-39,White,NA,21877,350897,14
2020-11-08,30-39,NA,NA,78599,1174705,145
2020-11-08,40-49,AI/AN**,NA,82,892,1
2020-11-08,40-49,Asian,NA,1606,24297,10
2020-11-08,40-49,Black,NA,8543,91384,97
2020-11-08,40-49,Hispanic,NA,20931,89950,172
2020-11-08,40-49,Left Blank,NA,20612,467437,3
2020-11-08,40-49,NH/PI*,NA,105,1188,1
2020-11-08,40-49,Other,NA,2761,33674,0
2020-11-08,40-49,White,NA,21002,297486,40
2020-11-08,40-49,NA,NA,75642,1006308,324
2020-11-08,50-59,AI/AN**,NA,97,926,1
2020-11-08,50-59,Asian,NA,1446,20536,26
2020-11-08,50-59,Black,NA,8344,99646,225
2020-11-08,50-59,Hispanic,NA,14880,68274,310
2020-11-08,50-59,Left Blank,NA,19846,492943,9
2020-11-08,50-59,NH/PI*,NA,94,1211,2
2020-11-08,50-59,Other,NA,2498,30853,3
2020-11-08,50-59,White,NA,25210,362260,191
2020-11-08,50-59,NA,NA,72415,1076649,767
2020-11-08,60-69,AI/AN**,NA,60,697,4
2020-11-08,60-69,Asian,NA,1159,13836,62
2020-11-08,60-69,Black,NA,6304,86718,540
2020-11-08,60-69,Hispanic,NA,7434,38901,457
2020-11-08,60-69,Left Blank,NA,13048,411478,18
2020-11-08,60-69,NH/PI*,NA,82,740,3
2020-11-08,60-69,Other,NA,1641,23901,13
2020-11-08,60-69,White,NA,20215,341378,607
2020-11-08,60-69,NA,NA,49943,917649,1704
2020-11-08,70-79,AI/AN**,NA,38,392,3
2020-11-08,70-79,Asian,NA,594,7527,100
2020-11-08,70-79,Black,NA,3648,45367,632
2020-11-08,70-79,Hispanic,NA,2894,16358,425
2020-11-08,70-79,Left Blank,NA,6286,241750,42
2020-11-08,70-79,NH/PI*,NA,28,296,1
2020-11-08,70-79,Other,NA,745,13726,15
2020-11-08,70-79,White,NA,12639,237077,1248
2020-11-08,70-79,NA,NA,26872,562493,2466
2020-11-08,80+,AI/AN**,NA,24,201,6
2020-11-08,80+,Asian,NA,476,4290,195
2020-11-08,80+,Black,NA,2396,24763,806
2020-11-08,80+,Hispanic,NA,1473,8387,438
2020-11-08,80+,Left Blank,NA,5104,258179,123
2020-11-08,80+,NH/PI*,NA,16,132,3
2020-11-08,80+,Other,NA,384,7027,21
2020-11-08,80+,White,NA,11727,204151,3152
2020-11-08,80+,NA,NA,21600,507130,4744
2020-11-08,Unknown,AI/AN**,NA,0,0,0
2020-11-08,Unknown,Asian,NA,0,51,0
2020-11-08,Unknown,Black,NA,3,166,0
2020-11-08,Unknown,Hispanic,NA,11,249,0
2020-11-08,Unknown,Left Blank,NA,119,494678,0
2020-11-08,Unknown,NH/PI*,NA,0,0,0
2020-11-08,Unknown,Other,NA,1,38,0
2020-11-08,Unknown,White,NA,26,511,0
2020-11-08,Unknown,NA,NA,160,495693,0
2020-11-08,NA,AI/AN**,NA,600,6554,15
2020-11-08,NA,Asian,NA,9989,312555,400
2020-11-08,NA,Black,NA,53983,651363,2369
2020-11-08,NA,Hispanic,NA,108457,604093,1899
2020-11-08,NA,Left Blank,NA,134276,3855622,196
2020-11-08,NA,NH/PI*,NA,624,9193,10
2020-11-08,NA,Other,NA,16992,264989,52
2020-11-08,NA,White,NA,163066,2699935,5255
2020-11-08,NA,NA,Female,250862,4345168,4744
2020-11-08,NA,NA,Male,229225,3327158,5452
2020-11-08,NA,NA,Unknown/Left Blank,7900,731978,0
2020-11-07,<20,AI/AN**,NA,67,889,0
2020-11-07,<20,Asian,NA,1033,63498,0
2020-11-07,<20,Black,NA,5830,80249,5
2020-11-07,<20,Hispanic,NA,17234,117595,1
2020-11-07,<20,Left Blank,NA,18144,334219,0
2020-11-07,<20,NH/PI*,NA,67,1482,0
2020-11-07,<20,Other,NA,2479,45875,0
2020-11-07,<20,White,NA,20034,362102,2
2020-11-07,<20,NA,NA,64888,1005909,8
2020-11-07,20-29,AI/AN**,NA,119,1492,0
2020-11-07,20-29,Asian,NA,1876,137822,2
2020-11-07,20-29,Black,NA,9696,123613,15
2020-11-07,20-29,Hispanic,NA,22602,157107,20
2020-11-07,20-29,Left Blank,NA,27454,602480,0
2020-11-07,20-29,NH/PI*,NA,115,2574,0
2020-11-07,20-29,Other,NA,3330,66311,0
2020-11-07,20-29,White,NA,29210,531805,1
2020-11-07,20-29,NA,NA,94402,1623204,38
2020-11-07,30-39,AI/AN**,NA,104,1008,0
2020-11-07,30-39,Asian,NA,1721,36823,5
2020-11-07,30-39,Black,NA,8894,96077,49
2020-11-07,30-39,Hispanic,NA,20000,101301,76
2020-11-07,30-39,Left Blank,NA,21881,536234,1
2020-11-07,30-39,NH/PI*,NA,112,1493,0
2020-11-07,30-39,Other,NA,2977,41918,0
2020-11-07,30-39,White,NA,21318,346540,13
2020-11-07,30-39,NA,NA,77007,1161394,144
2020-11-07,40-49,AI/AN**,NA,80,874,1
2020-11-07,40-49,Asian,NA,1575,23962,10
2020-11-07,40-49,Black,NA,8447,90513,97
2020-11-07,40-49,Hispanic,NA,20670,88782,172
2020-11-07,40-49,Left Blank,NA,20050,462533,3
2020-11-07,40-49,NH/PI*,NA,101,1166,1
2020-11-07,40-49,Other,NA,2710,33273,0
2020-11-07,40-49,White,NA,20481,293912,40
2020-11-07,40-49,NA,NA,74114,995015,324
2020-11-07,50-59,AI/AN**,NA,97,917,1
2020-11-07,50-59,Asian,NA,1425,20286,26
2020-11-07,50-59,Black,NA,8256,98812,223
2020-11-07,50-59,Hispanic,NA,14704,67491,310
2020-11-07,50-59,Left Blank,NA,19290,488206,9
2020-11-07,50-59,NH/PI*,NA,92,1199,2
2020-11-07,50-59,Other,NA,2458,30528,3
2020-11-07,50-59,White,NA,24573,358323,191
2020-11-07,50-59,NA,NA,70895,1065762,765
2020-11-07,60-69,AI/AN**,NA,59,687,4
2020-11-07,60-69,Asian,NA,1144,13667,62
2020-11-07,60-69,Black,NA,6245,86092,538
2020-11-07,60-69,Hispanic,NA,7345,38490,453
2020-11-07,60-69,Left Blank,NA,12691,407620,18
2020-11-07,60-69,NH/PI*,NA,82,738,3
2020-11-07,60-69,Other,NA,1617,23728,13
2020-11-07,60-69,White,NA,19760,338134,606
2020-11-07,60-69,NA,NA,48943,909156,1697
2020-11-07,70-79,AI/AN**,NA,37,383,3
2020-11-07,70-79,Asian,NA,583,7450,100
2020-11-07,70-79,Black,NA,3623,45078,632
2020-11-07,70-79,Hispanic,NA,2863,16199,424
2020-11-07,70-79,Left Blank,NA,6106,239488,41
2020-11-07,70-79,NH/PI*,NA,28,296,1
2020-11-07,70-79,Other,NA,728,13630,15
2020-11-07,70-79,White,NA,12396,235218,1246
2020-11-07,70-79,NA,NA,26364,557742,2462
2020-11-07,80+,AI/AN**,NA,22,198,5
2020-11-07,80+,Asian,NA,475,4234,195
2020-11-07,80+,Black,NA,2370,24593,803
2020-11-07,80+,Hispanic,NA,1453,8305,436
2020-11-07,80+,Left Blank,NA,4981,255620,121
2020-11-07,80+,NH/PI*,NA,16,132,3
2020-11-07,80+,Other,NA,383,6978,21
2020-11-07,80+,White,NA,11506,202331,3132
2020-11-07,80+,NA,NA,21206,502391,4716
2020-11-07,Unknown,AI/AN**,NA,0,0,0
2020-11-07,Unknown,Asian,NA,0,51,0
2020-11-07,Unknown,Black,NA,3,164,0
2020-11-07,Unknown,Hispanic,NA,11,247,0
2020-11-07,Unknown,Left Blank,NA,118,491964,0
2020-11-07,Unknown,NH/PI*,NA,0,0,0
2020-11-07,Unknown,Other,NA,1,38,0
2020-11-07,Unknown,White,NA,26,510,0
2020-11-07,Unknown,NA,NA,159,492974,0
2020-11-07,NA,AI/AN**,NA,585,6448,14
2020-11-07,NA,Asian,NA,9832,307793,400
2020-11-07,NA,Black,NA,53364,645191,2362
2020-11-07,NA,Hispanic,NA,106882,595517,1892
2020-11-07,NA,Left Blank,NA,130715,3818364,193
2020-11-07,NA,NH/PI*,NA,613,9080,10
2020-11-07,NA,Other,NA,16683,262279,52
2020-11-07,NA,White,NA,159304,2668875,5231
2020-11-07,NA,NA,Female,245642,4295701,4723
2020-11-07,NA,NA,Male,224560,3290160,5431
2020-11-07,NA,NA,Unknown/Left Blank,7776,727686,0
2020-11-06,<20,AI/AN**,NA,66,880,0
2020-11-06,<20,Asian,NA,1010,62684,0
2020-11-06,<20,Black,NA,5714,79276,5
2020-11-06,<20,Hispanic,NA,16813,115527,1
2020-11-06,<20,Left Blank,NA,17513,329784,0
2020-11-06,<20,NH/PI*,NA,66,1465,0
2020-11-06,<20,Other,NA,2401,45426,0
2020-11-06,<20,White,NA,19346,356684,2
2020-11-06,<20,NA,NA,62929,991726,8
2020-11-06,20-29,AI/AN**,NA,114,1467,0
2020-11-06,20-29,Asian,NA,1828,135998,2
2020-11-06,20-29,Black,NA,9546,122116,15
2020-11-06,20-29,Hispanic,NA,22115,154415,20
2020-11-06,20-29,Left Blank,NA,26728,595656,0
2020-11-06,20-29,NH/PI*,NA,114,2535,0
2020-11-06,20-29,Other,NA,3226,65512,0
2020-11-06,20-29,White,NA,28343,523979,1
2020-11-06,20-29,NA,NA,92014,1601678,38
2020-11-06,30-39,AI/AN**,NA,97,994,0
2020-11-06,30-39,Asian,NA,1678,36306,5
2020-11-06,30-39,Black,NA,8737,94965,49
2020-11-06,30-39,Hispanic,NA,19618,99774,76
2020-11-06,30-39,Left Blank,NA,21197,530233,1
2020-11-06,30-39,NH/PI*,NA,111,1479,0
2020-11-06,30-39,Other,NA,2897,41434,0
2020-11-06,30-39,White,NA,20580,341554,13
2020-11-06,30-39,NA,NA,74915,1146739,144
2020-11-06,40-49,AI/AN**,NA,75,863,1
2020-11-06,40-49,Asian,NA,1535,23563,10
2020-11-06,40-49,Black,NA,8306,89593,97
2020-11-06,40-49,Hispanic,NA,20321,87573,172
2020-11-06,40-49,Left Blank,NA,19447,457358,3
2020-11-06,40-49,NH/PI*,NA,100,1162,1
2020-11-06,40-49,Other,NA,2626,32932,0
2020-11-06,40-49,White,NA,19799,289945,40
2020-11-06,40-49,NA,NA,72209,982989,324
2020-11-06,50-59,AI/AN**,NA,96,905,1
2020-11-06,50-59,Asian,NA,1386,19999,26
2020-11-06,50-59,Black,NA,8117,97970,222
2020-11-06,50-59,Hispanic,NA,14455,66612,310
2020-11-06,50-59,Left Blank,NA,18692,483065,9
2020-11-06,50-59,NH/PI*,NA,91,1190,2
2020-11-06,50-59,Other,NA,2379,30242,3
2020-11-06,50-59,White,NA,23810,354227,187
2020-11-06,50-59,NA,NA,69026,1054210,760
2020-11-06,60-69,AI/AN**,NA,58,681,4
2020-11-06,60-69,Asian,NA,1118,13489,62
2020-11-06,60-69,Black,NA,6170,85472,536
2020-11-06,60-69,Hispanic,NA,7235,38095,451
2020-11-06,60-69,Left Blank,NA,12287,403376,19
2020-11-06,60-69,NH/PI*,NA,81,731,3
2020-11-06,60-69,Other,NA,1569,23575,13
2020-11-06,60-69,White,NA,19202,335051,602
2020-11-06,60-69,NA,NA,47720,900470,1690
2020-11-06,70-79,AI/AN**,NA,36,380,3
2020-11-06,70-79,Asian,NA,569,7382,100
2020-11-06,70-79,Black,NA,3588,44830,631
2020-11-06,70-79,Hispanic,NA,2809,16043,423
2020-11-06,70-79,Left Blank,NA,5907,236872,41
2020-11-06,70-79,NH/PI*,NA,27,295,1
2020-11-06,70-79,Other,NA,708,13560,15
2020-11-06,70-79,White,NA,12107,233491,1224
2020-11-06,70-79,NA,NA,25751,552853,2438
2020-11-06,80+,AI/AN**,NA,22,197,4
2020-11-06,80+,Asian,NA,471,4168,194
2020-11-06,80+,Black,NA,2353,24416,799
2020-11-06,80+,Hispanic,NA,1440,8236,434
2020-11-06,80+,Left Blank,NA,4866,251853,125
2020-11-06,80+,NH/PI*,NA,16,132,3
2020-11-06,80+,Other,NA,377,6927,20
2020-11-06,80+,White,NA,11275,200311,3098
2020-11-06,80+,NA,NA,20820,496240,4677
2020-11-06,Unknown,AI/AN**,NA,0,0,0
2020-11-06,Unknown,Asian,NA,0,51,0
2020-11-06,Unknown,Black,NA,3,163,0
2020-11-06,Unknown,Hispanic,NA,11,245,0
2020-11-06,Unknown,Left Blank,NA,114,487220,0
2020-11-06,Unknown,NH/PI*,NA,0,0,0
2020-11-06,Unknown,Other,NA,1,38,0
2020-11-06,Unknown,White,NA,27,507,0
2020-11-06,Unknown,NA,NA,156,488224,0
2020-11-06,NA,AI/AN**,NA,564,6367,13
2020-11-06,NA,Asian,NA,9595,303640,399
2020-11-06,NA,Black,NA,52534,638801,2354
2020-11-06,NA,Hispanic,NA,104817,586520,1887
2020-11-06,NA,Left Blank,NA,126751,3775417,198
2020-11-06,NA,NH/PI*,NA,606,8989,10
2020-11-06,NA,Other,NA,16184,259646,51
2020-11-06,NA,White,NA,154489,2635749,5167
2020-11-06,NA,NA,Female,239198,4242716,4695
2020-11-06,NA,NA,Male,218713,3251210,5384
2020-11-06,NA,NA,Unknown/Left Blank,7629,721203,0
2020-11-05,<20,AI/AN**,NA,65,863,0
2020-11-05,<20,Asian,NA,967,61765,0
2020-11-05,<20,Black,NA,5557,78351,5
2020-11-05,<20,Hispanic,NA,16263,113826,1
