county,date,measure,group,cases,tested
Williamson,2020-11-13,race,Hispanic,33,325
Williamson,2020-11-13,race,Left Blank,595,13875
Williamson,2020-11-13,race,NH/PI*,0,19
Williamson,2020-11-13,race,Other,18,546
Williamson,2020-11-13,race,White,2016,21974
Williamson,2020-11-12,age,<20,406,3957
Williamson,2020-11-12,age,20-29,411,5187
Williamson,2020-11-12,age,30-39,392,5805
Williamson,2020-11-12,age,40-49,388,5233
Williamson,2020-11-12,age,50-59,395,5567
Williamson,2020-11-12,age,60-69,279,4709
Williamson,2020-11-12,age,70-79,216,3864
Williamson,2020-11-12,age,80+,161,3006
Williamson,2020-11-12,age,Unknown,0,16
Williamson,2020-11-12,gender,Female,1360,18530
Williamson,2020-11-12,gender,Male,1088,13659
Williamson,2020-11-12,gender,Unknown/Left Blank,220,5155
Williamson,2020-11-12,race,AI/AN**,0,10
Williamson,2020-11-12,race,Asian,9,101
Williamson,2020-11-12,race,Black,69,1073
Williamson,2020-11-12,race,Hispanic,33,321
Williamson,2020-11-12,race,Left Blank,580,13628
Williamson,2020-11-12,race,NH/PI*,0,19
Williamson,2020-11-12,race,Other,18,543
Williamson,2020-11-12,race,White,1953,21649
Williamson,2020-11-11,age,<20,393,3878
Williamson,2020-11-11,age,20-29,402,5125
Williamson,2020-11-11,age,30-39,379,5734
Williamson,2020-11-11,age,40-49,377,5177
Williamson,2020-11-11,age,50-59,387,5521
Williamson,2020-11-11,age,60-69,274,4670
Williamson,2020-11-11,age,70-79,209,3819
Williamson,2020-11-11,age,80+,159,2992
Williamson,2020-11-11,age,Unknown,0,16
Williamson,2020-11-11,gender,Female,1326,18311
Williamson,2020-11-11,gender,Male,1048,13469
Williamson,2020-11-11,gender,Unknown/Left Blank,220,5152
Williamson,2020-11-11,race,AI/AN**,0,10
Williamson,2020-11-11,race,Asian,9,100
Williamson,2020-11-11,race,Black,68,1062
Williamson,2020-11-11,race,Hispanic,30,312
Williamson,2020-11-11,race,Left Blank,573,13570
Williamson,2020-11-11,race,NH/PI*,0,19
Williamson,2020-11-11,race,Other,18,535
Williamson,2020-11-11,race,White,1891,21324
Williamson,2020-11-10,age,<20,385,3811
Williamson,2020-11-10,age,20-29,397,5059
Williamson,2020-11-10,age,30-39,372,5662
Williamson,2020-11-10,age,40-49,370,5112
Williamson,2020-11-10,age,50-59,382,5464
Williamson,2020-11-10,age,60-69,263,4615
Williamson,2020-11-10,age,70-79,206,3774
Williamson,2020-11-10,age,80+,158,2953
Williamson,2020-11-10,age,Unknown,0,16
Williamson,2020-11-10,gender,Female,1297,18040
Williamson,2020-11-10,gender,Male,1028,13275
Williamson,2020-11-10,gender,Unknown/Left Blank,220,5151
Williamson,2020-11-10,race,AI/AN**,0,10
Williamson,2020-11-10,race,Asian,9,99
Williamson,2020-11-10,race,Black,65,1043
Williamson,2020-11-10,race,Hispanic,28,301
Williamson,2020-11-10,race,Left Blank,568,13540
Williamson,2020-11-10,race,NH/PI*,0,17
Williamson,2020-11-10,race,Other,18,532
Williamson,2020-11-10,race,White,1852,20924
Williamson,2020-11-09,age,<20,376,3743
Williamson,2020-11-09,age,20-29,381,4985
Williamson,2020-11-09,age,30-39,362,5576
Williamson,2020-11-09,age,40-49,345,5017
Williamson,2020-11-09,age,50-59,364,5370
Williamson,2020-11-09,age,60-69,258,4564
Williamson,2020-11-09,age,70-79,200,3740
Williamson,2020-11-09,age,80+,155,2935
Williamson,2020-11-09,age,Unknown,0,16
Williamson,2020-11-09,gender,Female,1261,17793
Williamson,2020-11-09,gender,Male,972,13003
Williamson,2020-11-09,gender,Unknown/Left Blank,219,5150
Williamson,2020-11-09,race,AI/AN**,0,9
Williamson,2020-11-09,race,Asian,8,94
Williamson,2020-11-09,race,Black,64,1034
Williamson,2020-11-09,race,Hispanic,26,297
Williamson,2020-11-09,race,Left Blank,544,13391
Williamson,2020-11-09,race,NH/PI*,0,17
Williamson,2020-11-09,race,Other,17,518
Williamson,2020-11-09,race,White,1788,20586
Williamson,2020-11-08,age,<20,0,3700
Williamson,2020-11-08,age,20-29,0,4947
Williamson,2020-11-08,age,30-39,0,5531
Williamson,2020-11-08,age,40-49,0,4990
Williamson,2020-11-08,age,50-59,0,5330
Williamson,2020-11-08,age,60-69,0,4534
Williamson,2020-11-08,age,70-79,0,3710
Williamson,2020-11-08,age,80+,0,2912
Williamson,2020-11-08,age,Unknown,0,16
Williamson,2020-11-08,gender,Female,0,17643
Williamson,2020-11-08,gender,Male,0,12878
Williamson,2020-11-08,gender,Unknown/Left Blank,0,5149
Williamson,2020-11-08,race,AI/AN**,0,9
Williamson,2020-11-08,race,Asian,0,94
Williamson,2020-11-08,race,Black,0,1025
Williamson,2020-11-08,race,Hispanic,0,295
Williamson,2020-11-08,race,Left Blank,0,13340
Williamson,2020-11-08,race,NH/PI*,0,17
Williamson,2020-11-08,race,Other,0,516
Williamson,2020-11-08,race,White,0,20374
Williamson,2020-11-07,age,<20,0,3660
Williamson,2020-11-07,age,20-29,0,4913
Williamson,2020-11-07,age,30-39,0,5486
Williamson,2020-11-07,age,40-49,0,4955
Williamson,2020-11-07,age,50-59,0,5279
Williamson,2020-11-07,age,60-69,0,4483
Williamson,2020-11-07,age,70-79,0,3683
Williamson,2020-11-07,age,80+,0,2886
Williamson,2020-11-07,age,Unknown,0,16
Williamson,2020-11-07,gender,Female,0,17450
Williamson,2020-11-07,gender,Male,0,12763
Williamson,2020-11-07,gender,Unknown/Left Blank,0,5148
Williamson,2020-11-07,race,AI/AN**,0,9
Williamson,2020-11-07,race,Asian,0,94
Williamson,2020-11-07,race,Black,0,1020
Williamson,2020-11-07,race,Hispanic,0,290
Williamson,2020-11-07,race,Left Blank,0,13274
Williamson,2020-11-07,race,NH/PI*,0,17
Williamson,2020-11-07,race,Other,0,513
Williamson,2020-11-07,race,White,0,20144
Williamson,2020-11-06,age,<20,0,3613
Williamson,2020-11-06,age,20-29,0,4868
Williamson,2020-11-06,age,30-39,0,5445
Williamson,2020-11-06,age,40-49,0,4920
Williamson,2020-11-06,age,50-59,0,5228
Williamson,2020-11-06,age,60-69,0,4454
Williamson,2020-11-06,age,70-79,0,3668
Williamson,2020-11-06,age,80+,0,2853
Williamson,2020-11-06,age,Unknown,0,16
Williamson,2020-11-06,gender,Female,0,17272
Williamson,2020-11-06,gender,Male,0,12645
Williamson,2020-11-06,gender,Unknown/Left Blank,0,5148
Williamson,2020-11-06,race,AI/AN**,0,9
Williamson,2020-11-06,race,Asian,0,93
Williamson,2020-11-06,race,Black,0,1006
Williamson,2020-11-06,race,Hispanic,0,289
Williamson,2020-11-06,race,Left Blank,0,13230
Williamson,2020-11-06,race,NH/PI*,0,17
Williamson,2020-11-06,race,Other,0,512
Williamson,2020-11-06,race,White,0,19909
Williamson,2020-11-05,age,<20,325,3549
Williamson,2020-11-05,age,20-29,343,4807
Williamson,2020-11-05,age,30-39,344,5380
Williamson,2020-11-05,age,40-49,314,4870
Williamson,2020-11-05,age,50-59,333,5185
Williamson,2020-11-05,age,60-69,233,4419
Williamson,2020-11-05,age,70-79,191,3649
Williamson,2020-11-05,age,80+,143,2839
Williamson,2020-11-05,age,Unknown,0,16
Williamson,2020-11-05,gender,Female,1147,17072
Williamson,2020-11-05,gender,Male,862,12506
Williamson,2020-11-05,gender,Unknown/Left Blank,217,5136
Williamson,2020-11-05,race,AI/AN**,0,9
Williamson,2020-11-05,race,Asian,8,91
Williamson,2020-11-05,race,Black,61,997
Williamson,2020-11-05,race,Hispanic,25,284
Williamson,2020-11-05,race,Left Blank,498,13156
Williamson,2020-11-05,race,NH/PI*,0,17
Williamson,2020-11-05,race,Other,18,499
Williamson,2020-11-05,race,White,1615,19661
Williamson,2020-11-04,age,<20,321,3491
Williamson,2020-11-04,age,20-29,334,4766
Williamson,2020-11-04,age,30-39,340,5340
Williamson,2020-11-04,age,40-49,308,4829
Williamson,2020-11-04,age,50-59,322,5130
Williamson,2020-11-04,age,60-69,226,4375
Williamson,2020-11-04,age,70-79,188,3616
Williamson,2020-11-04,age,80+,141,2827
Williamson,2020-11-04,age,Unknown,0,16
Williamson,2020-11-04,gender,Female,1124,16892
Williamson,2020-11-04,gender,Male,839,12363
Williamson,2020-11-04,gender,Unknown/Left Blank,217,5135
Williamson,2020-11-04,race,AI/AN**,0,9
Williamson,2020-11-04,race,Asian,8,87
Williamson,2020-11-04,race,Black,60,993
Williamson,2020-11-04,race,Hispanic,23,280
Williamson,2020-11-04,race,Left Blank,491,13075
Williamson,2020-11-04,race,NH/PI*,0,17
Williamson,2020-11-04,race,Other,17,496
Williamson,2020-11-04,race,White,1580,19433
Williamson,2020-11-03,age,<20,318,3457
Williamson,2020-11-03,age,20-29,333,4739
Williamson,2020-11-03,age,30-39,335,5320
Williamson,2020-11-03,age,40-49,304,4808
Williamson,2020-11-03,age,50-59,316,5101
Williamson,2020-11-03,age,60-69,223,4347
Williamson,2020-11-03,age,70-79,186,3588
Williamson,2020-11-03,age,80+,138,2820
Williamson,2020-11-03,age,Unknown,0,16
Williamson,2020-11-03,gender,Female,1109,16793
Williamson,2020-11-03,gender,Male,827,12268
Williamson,2020-11-03,gender,Unknown/Left Blank,217,5135
Williamson,2020-11-03,race,AI/AN**,0,9
Williamson,2020-11-03,race,Asian,8,87
Williamson,2020-11-03,race,Black,59,985
Williamson,2020-11-03,race,Hispanic,23,279
Williamson,2020-11-03,race,Left Blank,490,13046
Williamson,2020-11-03,race,NH/PI*,0,17
Williamson,2020-11-03,race,Other,17,492
Williamson,2020-11-03,race,White,1555,19281
Williamson,2020-11-02,age,<20,308,3401
Williamson,2020-11-02,age,20-29,322,4699
Williamson,2020-11-02,age,30-39,328,5274
Williamson,2020-11-02,age,40-49,292,4758
Williamson,2020-11-02,age,50-59,308,5057
Williamson,2020-11-02,age,60-69,211,4302
Williamson,2020-11-02,age,70-79,180,3557
Williamson,2020-11-02,age,80+,136,2807
Williamson,2020-11-02,age,Unknown,0,15
Williamson,2020-11-02,gender,Female,1070,16627
Williamson,2020-11-02,gender,Male,798,12109
Williamson,2020-11-02,gender,Unknown/Left Blank,217,5134
Williamson,2020-11-02,race,AI/AN**,0,9
Williamson,2020-11-02,race,Asian,8,86
Williamson,2020-11-02,race,Black,58,973
Williamson,2020-11-02,race,Hispanic,23,274
Williamson,2020-11-02,race,Left Blank,487,12991
Williamson,2020-11-02,race,NH/PI*,0,17
Williamson,2020-11-02,race,Other,17,484
Williamson,2020-11-02,race,White,1491,19036
Winnebago,2020-12-23,age,<20,7,8
Winnebago,2020-12-23,age,20-29,8,9
Winnebago,2020-12-23,age,30-39,6,7
Winnebago,2020-12-23,age,40-49,5,4
Winnebago,2020-12-23,age,50-59,4,5
Winnebago,2020-12-23,age,60-69,3,3
Winnebago,2020-12-23,age,70-79,2,2
Winnebago,2020-12-23,age,80+,9,1
Winnebago,2020-12-23,age,Unknown,1,6
Winnebago,2020-12-23,gender,Female,12365,136419
Winnebago,2020-12-23,gender,Male,10652,92036
Winnebago,2020-12-23,gender,Unknown/Left Blank,181,5308
Winnebago,2020-12-23,race,AI/AN**,11,94
Winnebago,2020-12-23,race,Asian,376,2416
Winnebago,2020-12-23,race,Black,2192,17251
Winnebago,2020-12-23,race,Hispanic,3855,16653
Winnebago,2020-12-23,race,Left Blank,6688,104235
Winnebago,2020-12-23,race,NH/PI*,8,71
Winnebago,2020-12-23,race,Other,393,3830
Winnebago,2020-12-23,race,White,9676,89213
Winnebago,2020-12-22,age,<20,7,8
Winnebago,2020-12-22,age,20-29,8,9
Winnebago,2020-12-22,age,30-39,6,7
Winnebago,2020-12-22,age,40-49,5,4
Winnebago,2020-12-22,age,50-59,4,5
Winnebago,2020-12-22,age,60-69,3,3
Winnebago,2020-12-22,age,70-79,2,2
Winnebago,2020-12-22,age,80+,9,1
Winnebago,2020-12-22,age,Unknown,1,6
Winnebago,2020-12-22,gender,Female,12291,135702
Winnebago,2020-12-22,gender,Male,10596,91711
Winnebago,2020-12-22,gender,Unknown/Left Blank,181,5283
Winnebago,2020-12-22,race,AI/AN**,11,94
Winnebago,2020-12-22,race,Asian,376,2412
Winnebago,2020-12-22,race,Black,2178,17161
Winnebago,2020-12-22,race,Hispanic,3846,16616
Winnebago,2020-12-22,race,Left Blank,6638,103671
Winnebago,2020-12-22,race,NH/PI*,7,71
Winnebago,2020-12-22,race,Other,392,3813
Winnebago,2020-12-22,race,White,9621,88858
Winnebago,2020-12-21,age,<20,7,8
Winnebago,2020-12-21,age,20-29,8,9
Winnebago,2020-12-21,age,30-39,6,7
Winnebago,2020-12-21,age,40-49,5,4
Winnebago,2020-12-21,age,50-59,4,5
Winnebago,2020-12-21,age,60-69,3,3
Winnebago,2020-12-21,age,70-79,2,2
Winnebago,2020-12-21,age,80+,9,1
Winnebago,2020-12-21,age,Unknown,1,6
Winnebago,2020-12-21,gender,Female,12229,135097
Winnebago,2020-12-21,gender,Male,10552,91303
Winnebago,2020-12-21,gender,Unknown/Left Blank,183,5270
Winnebago,2020-12-21,race,AI/AN**,11,94
Winnebago,2020-12-21,race,Asian,373,2406
Winnebago,2020-12-21,race,Black,2174,17099
Winnebago,2020-12-21,race,Hispanic,3840,16584
Winnebago,2020-12-21,race,Left Blank,6602,103020
Winnebago,2020-12-21,race,NH/PI*,7,71
Winnebago,2020-12-21,race,Other,386,3801
Winnebago,2020-12-21,race,White,9570,88595
Winnebago,2020-12-20,age,<20,7,8
Winnebago,2020-12-20,age,20-29,8,9
Winnebago,2020-12-20,age,30-39,6,7
Winnebago,2020-12-20,age,40-49,5,4
Winnebago,2020-12-20,age,50-59,4,5
Winnebago,2020-12-20,age,60-69,3,3
Winnebago,2020-12-20,age,70-79,2,2
Winnebago,2020-12-20,age,80+,9,1
Winnebago,2020-12-20,age,Unknown,1,6
Winnebago,2020-12-20,gender,Female,12178,134060
Winnebago,2020-12-20,gender,Male,10498,90614
Winnebago,2020-12-20,gender,Unknown/Left Blank,184,5252
Winnebago,2020-12-20,race,AI/AN**,11,93
Winnebago,2020-12-20,race,Asian,371,2393
Winnebago,2020-12-20,race,Black,2171,16994
Winnebago,2020-12-20,race,Hispanic,3832,16542
Winnebago,2020-12-20,race,Left Blank,6544,101881
Winnebago,2020-12-20,race,NH/PI*,7,71
Winnebago,2020-12-20,race,Other,382,3767
Winnebago,2020-12-20,race,White,9541,88185
Winnebago,2020-12-19,age,<20,7,8
Winnebago,2020-12-19,age,20-29,8,9
Winnebago,2020-12-19,age,30-39,6,6
Winnebago,2020-12-19,age,40-49,5,4
Winnebago,2020-12-19,age,50-59,4,5
Winnebago,2020-12-19,age,60-69,3,3
Winnebago,2020-12-19,age,70-79,2,2
Winnebago,2020-12-19,age,80+,9,1
Winnebago,2020-12-19,age,Unknown,1,7
Winnebago,2020-12-19,gender,Female,12127,133314
Winnebago,2020-12-19,gender,Male,10447,90157
Winnebago,2020-12-19,gender,Unknown/Left Blank,184,5239
Winnebago,2020-12-19,race,AI/AN**,11,91
Winnebago,2020-12-19,race,Asian,369,2374
Winnebago,2020-12-19,race,Black,2163,16919
Winnebago,2020-12-19,race,Hispanic,3827,16506
Winnebago,2020-12-19,race,Left Blank,6496,101260
Winnebago,2020-12-19,race,NH/PI*,7,71
Winnebago,2020-12-19,race,Other,378,3742
Winnebago,2020-12-19,race,White,9506,87747
Winnebago,2020-12-18,age,<20,7,8
Winnebago,2020-12-18,age,20-29,8,9
Winnebago,2020-12-18,age,30-39,6,6
Winnebago,2020-12-18,age,40-49,5,4
Winnebago,2020-12-18,age,50-59,4,5
Winnebago,2020-12-18,age,60-69,3,3
Winnebago,2020-12-18,age,70-79,2,2
Winnebago,2020-12-18,age,80+,9,1
Winnebago,2020-12-18,age,Unknown,1,7
Winnebago,2020-12-18,gender,Female,12075,132445
Winnebago,2020-12-18,gender,Male,10402,89683
Winnebago,2020-12-18,gender,Unknown/Left Blank,185,5211
Winnebago,2020-12-18,race,AI/AN**,11,91
Winnebago,2020-12-18,race,Asian,369,2366
Winnebago,2020-12-18,race,Black,2158,16791
Winnebago,2020-12-18,race,Hispanic,3823,16457
Winnebago,2020-12-18,race,Left Blank,6450,100648
Winnebago,2020-12-18,race,NH/PI*,7,71
Winnebago,2020-12-18,race,Other,377,3722
Winnebago,2020-12-18,race,White,9466,87193
Winnebago,2020-12-17,age,<20,7,8
Winnebago,2020-12-17,age,20-29,8,9
Winnebago,2020-12-17,age,30-39,6,6
Winnebago,2020-12-17,age,40-49,5,4
Winnebago,2020-12-17,age,50-59,4,5
Winnebago,2020-12-17,age,60-69,3,3
Winnebago,2020-12-17,age,70-79,2,2
Winnebago,2020-12-17,age,80+,9,1
Winnebago,2020-12-17,age,Unknown,1,7
Winnebago,2020-12-17,gender,Female,11986,131280
Winnebago,2020-12-17,gender,Male,10318,88981
Winnebago,2020-12-17,gender,Unknown/Left Blank,183,5161
Winnebago,2020-12-17,race,AI/AN**,11,90
Winnebago,2020-12-17,race,Asian,369,2357
Winnebago,2020-12-17,race,Black,2147,16653
Winnebago,2020-12-17,race,Hispanic,3813,16409
Winnebago,2020-12-17,race,Left Blank,6355,99714
Winnebago,2020-12-17,race,NH/PI*,7,70
Winnebago,2020-12-17,race,Other,373,3673
Winnebago,2020-12-17,race,White,9411,86456
Winnebago,2020-12-16,age,<20,7,8
Winnebago,2020-12-16,age,20-29,8,9
Winnebago,2020-12-16,age,30-39,6,6
Winnebago,2020-12-16,age,40-49,5,4
Winnebago,2020-12-16,age,50-59,4,5
Winnebago,2020-12-16,age,60-69,3,3
Winnebago,2020-12-16,age,70-79,2,2
Winnebago,2020-12-16,age,80+,9,1
Winnebago,2020-12-16,age,Unknown,1,7
Winnebago,2020-12-16,gender,Female,11908,130034
Winnebago,2020-12-16,gender,Male,10258,88278
Winnebago,2020-12-16,gender,Unknown/Left Blank,183,5138
Winnebago,2020-12-16,race,AI/AN**,11,89
Winnebago,2020-12-16,race,Asian,368,2345
Winnebago,2020-12-16,race,Black,2139,16521
Winnebago,2020-12-16,race,Hispanic,3805,16352
Winnebago,2020-12-16,race,Left Blank,6290,98754
Winnebago,2020-12-16,race,NH/PI*,7,70
Winnebago,2020-12-16,race,Other,370,3606
Winnebago,2020-12-16,race,White,9358,85713
Winnebago,2020-12-15,age,<20,7,8
Winnebago,2020-12-15,age,20-29,8,9
Winnebago,2020-12-15,age,30-39,6,6
Winnebago,2020-12-15,age,40-49,5,4
Winnebago,2020-12-15,age,50-59,4,5
Winnebago,2020-12-15,age,60-69,3,3
Winnebago,2020-12-15,age,70-79,2,2
Winnebago,2020-12-15,age,80+,9,1
Winnebago,2020-12-15,age,Unknown,1,7
Winnebago,2020-12-15,gender,Female,11825,128757
Winnebago,2020-12-15,gender,Male,10172,87773
Winnebago,2020-12-15,gender,Unknown/Left Blank,184,5101
Winnebago,2020-12-15,race,AI/AN**,10,89
Winnebago,2020-12-15,race,Asian,367,2330
Winnebago,2020-12-15,race,Black,2125,16365
Winnebago,2020-12-15,race,Hispanic,3796,16291
Winnebago,2020-12-15,race,Left Blank,6221,97906
Winnebago,2020-12-15,race,NH/PI*,7,70
Winnebago,2020-12-15,race,Other,369,3527
Winnebago,2020-12-15,race,White,9285,85053
Winnebago,2020-12-14,age,<20,7,8
Winnebago,2020-12-14,age,20-29,8,9
Winnebago,2020-12-14,age,30-39,6,6
Winnebago,2020-12-14,age,40-49,5,4
Winnebago,2020-12-14,age,50-59,4,5
Winnebago,2020-12-14,age,60-69,3,3
Winnebago,2020-12-14,age,70-79,2,2
Winnebago,2020-12-14,age,80+,9,1
Winnebago,2020-12-14,age,Unknown,1,7
Winnebago,2020-12-14,gender,Female,11744,127948
Winnebago,2020-12-14,gender,Male,10104,87298
Winnebago,2020-12-14,gender,Unknown/Left Blank,182,5088
Winnebago,2020-12-14,race,AI/AN**,10,89
Winnebago,2020-12-14,race,Asian,365,2322
Winnebago,2020-12-14,race,Black,2109,16312
Winnebago,2020-12-14,race,Hispanic,3778,16257
Winnebago,2020-12-14,race,Left Blank,6168,97054
Winnebago,2020-12-14,race,NH/PI*,7,70
Winnebago,2020-12-14,race,Other,370,3511
Winnebago,2020-12-14,race,White,9222,84719
Winnebago,2020-12-13,age,<20,7,8
Winnebago,2020-12-13,age,20-29,8,9
Winnebago,2020-12-13,age,30-39,6,6
Winnebago,2020-12-13,age,40-49,5,4
Winnebago,2020-12-13,age,50-59,4,5
Winnebago,2020-12-13,age,60-69,3,3
Winnebago,2020-12-13,age,70-79,2,2
Winnebago,2020-12-13,age,80+,9,1
Winnebago,2020-12-13,age,Unknown,1,7
Winnebago,2020-12-13,gender,Female,11672,126984
Winnebago,2020-12-13,gender,Male,10027,86695
Winnebago,2020-12-13,gender,Unknown/Left Blank,179,5031
Winnebago,2020-12-13,race,AI/AN**,10,88
Winnebago,2020-12-13,race,Asian,364,2308
Winnebago,2020-12-13,race,Black,2103,16164
Winnebago,2020-12-13,race,Hispanic,3765,16164
Winnebago,2020-12-13,race,Left Blank,6073,96334
Winnebago,2020-12-13,race,NH/PI*,7,70
Winnebago,2020-12-13,race,Other,367,3488
Winnebago,2020-12-13,race,White,9188,84094
Winnebago,2020-12-12,age,<20,7,7
Winnebago,2020-12-12,age,20-29,8,9
Winnebago,2020-12-12,age,30-39,6,6
Winnebago,2020-12-12,age,40-49,5,4
Winnebago,2020-12-12,age,50-59,4,5
Winnebago,2020-12-12,age,60-69,3,3
Winnebago,2020-12-12,age,70-79,2,2
Winnebago,2020-12-12,age,80+,9,1
Winnebago,2020-12-12,age,Unknown,1,8
Winnebago,2020-12-12,gender,Female,11604,126192
Winnebago,2020-12-12,gender,Male,9967,86231
Winnebago,2020-12-12,gender,Unknown/Left Blank,180,5017
Winnebago,2020-12-12,race,AI/AN**,10,88
Winnebago,2020-12-12,race,Asian,361,2301
Winnebago,2020-12-12,race,Black,2093,16080
Winnebago,2020-12-12,race,Hispanic,3752,16129
Winnebago,2020-12-12,race,Left Blank,6015,95610
Winnebago,2020-12-12,race,NH/PI*,7,70
Winnebago,2020-12-12,race,Other,364,3465
Winnebago,2020-12-12,race,White,9148,83697
Winnebago,2020-12-11,age,<20,7,7
Winnebago,2020-12-11,age,20-29,8,9
Winnebago,2020-12-11,age,30-39,6,6
Winnebago,2020-12-11,age,40-49,5,4
Winnebago,2020-12-11,age,50-59,4,5
Winnebago,2020-12-11,age,60-69,3,3
Winnebago,2020-12-11,age,70-79,2,2
Winnebago,2020-12-11,age,80+,9,1
Winnebago,2020-12-11,age,Unknown,1,8
Winnebago,2020-12-11,gender,Female,11492,124299
Winnebago,2020-12-11,gender,Male,9885,85493
Winnebago,2020-12-11,gender,Unknown/Left Blank,177,4843
Winnebago,2020-12-11,race,AI/AN**,10,86
Winnebago,2020-12-11,race,Asian,359,2275
Winnebago,2020-12-11,race,Black,2074,15883
Winnebago,2020-12-11,race,Hispanic,3740,16027
Winnebago,2020-12-11,race,Left Blank,5920,94190
Winnebago,2020-12-11,race,NH/PI*,7,70
Winnebago,2020-12-11,race,Other,363,3382
Winnebago,2020-12-11,race,White,9080,82722
Winnebago,2020-12-10,age,<20,7,7
Winnebago,2020-12-10,age,20-29,8,9
Winnebago,2020-12-10,age,30-39,6,6
Winnebago,2020-12-10,age,40-49,5,4
Winnebago,2020-12-10,age,50-59,4,5
Winnebago,2020-12-10,age,60-69,3,3
Winnebago,2020-12-10,age,70-79,2,2
Winnebago,2020-12-10,age,80+,9,1
Winnebago,2020-12-10,age,Unknown,1,8
Winnebago,2020-12-10,gender,Female,11354,122836
Winnebago,2020-12-10,gender,Male,9772,84501
Winnebago,2020-12-10,gender,Unknown/Left Blank,168,4759
Winnebago,2020-12-10,race,AI/AN**,10,86
Winnebago,2020-12-10,race,Asian,356,2258
Winnebago,2020-12-10,race,Black,2043,15683
Winnebago,2020-12-10,race,Hispanic,3718,15895
Winnebago,2020-12-10,race,Left Blank,5836,92929
Winnebago,2020-12-10,race,NH/PI*,7,70
Winnebago,2020-12-10,race,Other,359,3335
Winnebago,2020-12-10,race,White,8964,81840
Winnebago,2020-12-09,age,<20,7,7
Winnebago,2020-12-09,age,20-29,8,8
Winnebago,2020-12-09,age,30-39,6,6
Winnebago,2020-12-09,age,40-49,5,4
Winnebago,2020-12-09,age,50-59,4,5
Winnebago,2020-12-09,age,60-69,3,3
Winnebago,2020-12-09,age,70-79,2,2
Winnebago,2020-12-09,age,80+,9,1
Winnebago,2020-12-09,age,Unknown,1,9
Winnebago,2020-12-09,gender,Female,11214,121768
Winnebago,2020-12-09,gender,Male,9659,83764
Winnebago,2020-12-09,gender,Unknown/Left Blank,164,4656
Winnebago,2020-12-09,race,AI/AN**,10,86
Winnebago,2020-12-09,race,Asian,351,2246
Winnebago,2020-12-09,race,Black,2019,15482
Winnebago,2020-12-09,race,Hispanic,3694,15813
Winnebago,2020-12-09,race,Left Blank,5744,92060
Winnebago,2020-12-09,race,NH/PI*,7,70
Winnebago,2020-12-09,race,Other,354,3297
Winnebago,2020-12-09,race,White,8857,81134
Winnebago,2020-12-08,age,<20,7,7
Winnebago,2020-12-08,age,20-29,8,8
Winnebago,2020-12-08,age,30-39,6,6
Winnebago,2020-12-08,age,40-49,5,4
Winnebago,2020-12-08,age,50-59,4,5
Winnebago,2020-12-08,age,60-69,3,3
Winnebago,2020-12-08,age,70-79,2,2
Winnebago,2020-12-08,age,80+,9,1
Winnebago,2020-12-08,age,Unknown,1,9
Winnebago,2020-12-08,gender,Female,11121,120848
Winnebago,2020-12-08,gender,Male,9575,83136
Winnebago,2020-12-08,gender,Unknown/Left Blank,163,4623
Winnebago,2020-12-08,race,AI/AN**,10,86
Winnebago,2020-12-08,race,Asian,350,2244
Winnebago,2020-12-08,race,Black,2003,15336
Winnebago,2020-12-08,race,Hispanic,3680,15764
Winnebago,2020-12-08,race,Left Blank,5665,91115
Winnebago,2020-12-08,race,NH/PI*,7,70
Winnebago,2020-12-08,race,Other,350,3283
Winnebago,2020-12-08,race,White,8793,80709
Winnebago,2020-12-07,age,<20,7,7
Winnebago,2020-12-07,age,20-29,8,8
Winnebago,2020-12-07,age,30-39,6,6
Winnebago,2020-12-07,age,40-49,5,4
Winnebago,2020-12-07,age,50-59,4,5
Winnebago,2020-12-07,age,60-69,3,3
Winnebago,2020-12-07,age,70-79,2,2
Winnebago,2020-12-07,age,80+,9,1
Winnebago,2020-12-07,age,Unknown,1,9
Winnebago,2020-12-07,gender,Female,10991,119664
Winnebago,2020-12-07,gender,Male,9491,82439
Winnebago,2020-12-07,gender,Unknown/Left Blank,162,4612
Winnebago,2020-12-07,race,AI/AN**,10,86
Winnebago,2020-12-07,race,Asian,346,2234
Winnebago,2020-12-07,race,Black,1993,15274
Winnebago,2020-12-07,race,Hispanic,3665,15713
Winnebago,2020-12-07,race,Left Blank,5564,89729
Winnebago,2020-12-07,race,NH/PI*,7,70
Winnebago,2020-12-07,race,Other,349,3271
Winnebago,2020-12-07,race,White,8710,80338
Winnebago,2020-12-06,age,<20,7,7
Winnebago,2020-12-06,age,20-29,8,8
Winnebago,2020-12-06,age,30-39,6,6
Winnebago,2020-12-06,age,40-49,5,4
Winnebago,2020-12-06,age,50-59,4,5
Winnebago,2020-12-06,age,60-69,3,3
Winnebago,2020-12-06,age,70-79,2,2
Winnebago,2020-12-06,age,80+,9,1
Winnebago,2020-12-06,age,Unknown,1,9
Winnebago,2020-12-06,gender,Female,10895,118926
Winnebago,2020-12-06,gender,Male,9410,81962
Winnebago,2020-12-06,gender,Unknown/Left Blank,159,4601
Winnebago,2020-12-06,race,AI/AN**,10,85
Winnebago,2020-12-06,race,Asian,344,2220
Winnebago,2020-12-06,race,Black,1981,15162
Winnebago,2020-12-06,race,Hispanic,3646,15647
Winnebago,2020-12-06,race,Left Blank,5464,89253
