County,confirmed_cases,total_tested,probable_deaths,deaths,date
White,1527,19198,10,23,2021-02-05
Whiteside,5661,51628,43,139,2021-02-05
Will,62143,650655,76,858,2021-02-05
Williamson,6603,78981,13,112,2021-02-05
Winnebago,27548,297202,30,405,2021-02-05
Woodford,3508,50533,13,57,2021-02-05
Adams,7761,115339,30,108,2021-02-04
Alexander,422,4559,0,8,2021-02-04
Bond,1822,20507,6,21,2021-02-04
Boone,5765,47459,12,73,2021-02-04
Brown,646,18247,6,6,2021-02-04
Bureau,3148,32866,14,73,2021-02-04
Calhoun,461,4686,3,2,2021-02-04
Carroll,1522,16209,1,32,2021-02-04
Cass,1844,15928,9,22,2021-02-04
Champaign,16651,1520389,7,106,2021-02-04
Chicago,236416,3060439,238,4683,2021-02-04
Christian,3156,37290,18,62,2021-02-04
Clark,1607,12674,8,28,2021-02-04
Clay,1387,12539,5,38,2021-02-04
Clinton,5407,47984,9,85,2021-02-04
Coles,4936,58866,2,87,2021-02-04
Cook,220869,2792830,329,4263,2021-02-04
Crawford,1928,27221,16,21,2021-02-04
Cumberland,1136,9523,12,16,2021-02-04
De Witt,1213,16154,8,22,2021-02-04
DeKalb,7915,98990,5,105,2021-02-04
Douglas,2154,24205,6,29,2021-02-04
DuPage,73167,950834,81,1119,2021-02-04
Edgar,1516,11853,21,34,2021-02-04
Edwards,504,3364,1,8,2021-02-04
Effingham,4417,34624,11,66,2021-02-04
Fayette,3028,23240,4,51,2021-02-04
Ford,1469,22006,9,43,2021-02-04
Franklin,4022,39400,13,63,2021-02-04
Fulton,2731,59262,8,44,2021-02-04
Gallatin,414,3302,1,3,2021-02-04
Greene,1331,11473,15,30,2021-02-04
Grundy,4750,39970,6,56,2021-02-04
Hamilton,756,5692,3,14,2021-02-04
Hancock,1607,15097,11,27,2021-02-04
Hardin,321,4167,0,10,2021-02-04
Henderson,482,5641,9,8,2021-02-04
Henry,4210,53093,29,53,2021-02-04
Illinois,1137559,16359655,2053,19444,2021-02-04
Iroquois,2695,36629,2,58,2021-02-04
Jackson,4459,58971,11,59,2021-02-04
Jasper,1087,9444,2,15,2021-02-04
Jefferson,3799,36992,1,109,2021-02-04
Jersey,2389,24414,20,44,2021-02-04
Jo Daviess,1567,17302,3,22,2021-02-04
Johnson,1314,25148,6,9,2021-02-04
Kane,48682,494165,55,680,2021-02-04
Kankakee,11975,168132,8,183,2021-02-04
Kendall,10476,99110,9,78,2021-02-04
Knox,4822,68359,33,119,2021-02-04
Lake,56644,714188,76,883,2021-02-04
LaSalle,10191,124991,55,202,2021-02-04
Lawrence,2238,26520,9,22,2021-02-04
Lee,3230,48866,39,40,2021-02-04
Livingston,3980,66332,12,65,2021-02-04
Logan,3247,59366,13,50,2021-02-04
Macon,9195,125536,10,175,2021-02-04
Macoupin,4193,55402,29,73,2021-02-04
Madison,26563,240342,75,437,2021-02-04
Marion,4201,57075,7,108,2021-02-04
Marshall,765,14677,2,13,2021-02-04
Mason,1242,16753,1,41,2021-02-04
Massac,1167,8954,3,30,2021-02-04
McDonough,2251,34721,12,39,2021-02-04
McHenry,23044,241621,28,251,2021-02-04
McLean,14031,228374,36,145,2021-02-04
Menard,982,14592,4,6,2021-02-04
Mercer,1220,13863,0,31,2021-02-04
Monroe,3881,32596,0,75,2021-02-04
Montgomery,3306,49688,6,63,2021-02-04
Morgan,3408,43309,21,74,2021-02-04
Moultrie,1443,18503,8,20,2021-02-04
Ogle,4824,46093,8,67,2021-02-04
Out Of State,2,100422,0,0,2021-02-04
Peoria,16021,233858,16,244,2021-02-04
Perry,2930,29860,9,56,2021-02-04
Piatt,1257,24123,7,13,2021-02-04
Pike,1646,14357,3,47,2021-02-04
Pope,268,2294,0,3,2021-02-04
Pulaski,653,4889,0,4,2021-02-04
Putnam,379,4479,1,3,2021-02-04
Randolph,3887,40609,5,74,2021-02-04
Richland,1608,19752,9,37,2021-02-04
Rock Island,12526,146893,42,273,2021-02-04
Saline,2173,25189,17,43,2021-02-04
Sangamon,15404,278485,40,211,2021-02-04
Schuyler,662,9380,12,5,2021-02-04
Scott,427,6664,0,1,2021-02-04
Shelby,2066,19668,3,33,2021-02-04
St. Clair,24044,265410,46,433,2021-02-04
Stark,507,6956,0,21,2021-02-04
Stephenson,3793,42739,19,65,2021-02-04
Tazewell,12811,164882,35,227,2021-02-04
Unassigned,77,96856,0,0,2021-02-04
Union,2134,26254,5,30,2021-02-04
Vermilion,8130,98303,17,106,2021-02-04
Wabash,1271,11203,4,12,2021-02-04
Warren,1641,13826,4,43,2021-02-04
Washington,1540,10316,6,21,2021-02-04
Wayne,1605,12952,1,44,2021-02-04
White,1520,18967,10,23,2021-02-04
Whiteside,5629,51289,43,139,2021-02-04
Will,61943,645065,74,854,2021-02-04
Williamson,6588,78392,12,112,2021-02-04
Winnebago,27488,295445,30,405,2021-02-04
Woodford,3494,50195,13,57,2021-02-04
Adams,7747,114446,29,108,2021-02-03
Alexander,418,4533,0,8,2021-02-03
Bond,1816,20374,6,21,2021-02-03
Boone,5750,47196,12,73,2021-02-03
Brown,645,18121,6,6,2021-02-03
Bureau,3131,32634,14,73,2021-02-03
Calhoun,454,4646,3,2,2021-02-03
Carroll,1516,16183,1,32,2021-02-03
Cass,1840,15776,9,22,2021-02-03
Champaign,16571,1508297,7,106,2021-02-03
Chicago,235839,3044346,239,4666,2021-02-03
Christian,3146,36701,18,62,2021-02-03
Clark,1601,12483,8,28,2021-02-03
Clay,1387,12470,5,38,2021-02-03
Clinton,5372,47582,9,85,2021-02-03
Coles,4928,58379,2,86,2021-02-03
Cook,220305,2776964,329,4260,2021-02-03
Crawford,1925,27038,16,21,2021-02-03
Cumberland,1135,9466,12,15,2021-02-03
De Witt,1211,16045,8,22,2021-02-03
DeKalb,7894,98397,4,102,2021-02-03
Douglas,2145,24020,6,29,2021-02-03
DuPage,72945,945687,81,1115,2021-02-03
Edgar,1514,11779,20,33,2021-02-03
Edwards,503,3353,1,8,2021-02-03
Effingham,4413,34347,11,65,2021-02-03
Fayette,3027,23014,4,51,2021-02-03
Ford,1454,21886,9,43,2021-02-03
Franklin,4019,39198,13,63,2021-02-03
Fulton,2718,57658,8,43,2021-02-03
Gallatin,411,3267,1,3,2021-02-03
Greene,1328,11411,15,30,2021-02-03
Grundy,4731,39751,5,54,2021-02-03
Hamilton,754,5668,3,14,2021-02-03
Hancock,1602,15004,11,27,2021-02-03
Hardin,319,4147,0,10,2021-02-03
Henderson,479,5606,9,8,2021-02-03
Henry,4205,52678,29,53,2021-02-03
Illinois,1134231,16258348,2045,19375,2021-02-03
Iroquois,2687,36463,2,57,2021-02-03
Jackson,4445,58468,11,59,2021-02-03
Jasper,1087,9395,2,14,2021-02-03
Jefferson,3783,36146,1,108,2021-02-03
Jersey,2382,24205,20,44,2021-02-03
Jo Daviess,1560,17145,3,22,2021-02-03
Johnson,1307,24960,6,9,2021-02-03
Kane,48542,491544,54,680,2021-02-03
Kankakee,11945,166852,8,183,2021-02-03
Kendall,10434,98511,9,76,2021-02-03
Knox,4815,66590,31,119,2021-02-03
Lake,56469,709561,76,880,2021-02-03
LaSalle,10148,123240,55,202,2021-02-03
Lawrence,2233,26486,9,22,2021-02-03
Lee,3230,48738,39,40,2021-02-03
Livingston,3962,66123,12,64,2021-02-03
Logan,3235,59230,13,50,2021-02-03
Macon,9169,124760,10,174,2021-02-03
Macoupin,4180,55132,29,72,2021-02-03
Madison,26467,239086,75,437,2021-02-03
Marion,4207,56084,7,108,2021-02-03
Marshall,756,14488,2,13,2021-02-03
Mason,1233,16611,1,41,2021-02-03
Massac,1151,8888,3,30,2021-02-03
McDonough,2248,34502,12,39,2021-02-03
McHenry,22976,240291,28,250,2021-02-03
McLean,14005,227069,36,142,2021-02-03
Menard,974,14507,4,6,2021-02-03
Mercer,1217,13815,0,31,2021-02-03
Monroe,3855,32491,0,75,2021-02-03
Montgomery,3298,48754,6,62,2021-02-03
Morgan,3398,43100,21,74,2021-02-03
Moultrie,1441,18410,8,20,2021-02-03
Ogle,4818,45846,8,67,2021-02-03
Out Of State,0,99682,0,0,2021-02-03
Peoria,15940,232059,15,244,2021-02-03
Perry,2906,29662,9,56,2021-02-03
Piatt,1250,23938,6,13,2021-02-03
Pike,1644,14225,3,47,2021-02-03
Pope,267,2279,0,3,2021-02-03
Pulaski,654,4840,0,3,2021-02-03
Putnam,377,4423,1,3,2021-02-03
Randolph,3880,40325,5,74,2021-02-03
Richland,1608,19688,9,37,2021-02-03
Rock Island,12480,146272,43,271,2021-02-03
Saline,2154,24775,17,43,2021-02-03
Sangamon,15370,277026,40,211,2021-02-03
Schuyler,661,9303,12,5,2021-02-03
Scott,427,6638,0,1,2021-02-03
Shelby,2060,19433,3,33,2021-02-03
St. Clair,23940,263747,46,431,2021-02-03
Stark,504,6926,0,21,2021-02-03
Stephenson,3783,42496,19,65,2021-02-03
Tazewell,12755,163843,34,226,2021-02-03
Unassigned,81,96450,0,0,2021-02-03
Union,2126,26068,5,30,2021-02-03
Vermilion,8104,97801,17,104,2021-02-03
Wabash,1265,11077,4,12,2021-02-03
Warren,1636,13706,4,43,2021-02-03
Washington,1535,10251,6,21,2021-02-03
Wayne,1600,12916,1,43,2021-02-03
White,1510,18906,10,23,2021-02-03
Whiteside,5610,51004,43,138,2021-02-03
Will,61737,641217,74,847,2021-02-03
Williamson,6567,77747,12,112,2021-02-03
Winnebago,27428,293854,30,403,2021-02-03
Woodford,3484,49907,13,57,2021-02-03
Adams,7733,113687,NA,NA,2021-02-02
Alexander,418,4516,NA,NA,2021-02-02
Bond,1811,20147,NA,NA,2021-02-02
Boone,5738,47030,NA,NA,2021-02-02
Brown,642,16945,NA,NA,2021-02-02
Bureau,3122,32344,NA,NA,2021-02-02
Calhoun,453,4624,NA,NA,2021-02-02
Carroll,1506,16122,NA,NA,2021-02-02
Cass,1838,15651,NA,NA,2021-02-02
Champaign,16450,1494314,NA,NA,2021-02-02
Chicago,235366,3031303,NA,NA,2021-02-02
Christian,3136,36469,NA,NA,2021-02-02
Clark,1597,12437,NA,NA,2021-02-02
Clay,1380,12373,NA,NA,2021-02-02
Clinton,5349,47182,NA,NA,2021-02-02
Coles,4914,58020,NA,NA,2021-02-02
Cook,219772,2765503,NA,NA,2021-02-02
Crawford,1908,26425,NA,NA,2021-02-02
Cumberland,1130,9436,NA,NA,2021-02-02
De Witt,1208,15650,NA,NA,2021-02-02
DeKalb,7868,96362,NA,NA,2021-02-02
Douglas,2132,23855,NA,NA,2021-02-02
DuPage,72732,939908,NA,NA,2021-02-02
Edgar,1513,11665,NA,NA,2021-02-02
Edwards,497,3334,NA,NA,2021-02-02
Effingham,4412,34189,NA,NA,2021-02-02
Fayette,3018,22844,NA,NA,2021-02-02
Ford,1448,21769,NA,NA,2021-02-02
Franklin,4007,38942,NA,NA,2021-02-02
Fulton,2704,57398,NA,NA,2021-02-02
Gallatin,408,3247,NA,NA,2021-02-02
Greene,1323,11353,NA,NA,2021-02-02
Grundy,4709,39482,NA,NA,2021-02-02
Hamilton,752,5612,NA,NA,2021-02-02
Hancock,1595,14953,NA,NA,2021-02-02
Hardin,318,4110,NA,NA,2021-02-02
Henderson,473,5592,NA,NA,2021-02-02
Henry,4184,52388,NA,NA,2021-02-02
Illinois,7482607,16478995,NA,NA,2021-02-02
Iroquois,2680,36294,NA,NA,2021-02-02
Jackson,4427,58024,NA,NA,2021-02-02
Jasper,1086,9348,NA,NA,2021-02-02
Jefferson,3735,35996,NA,NA,2021-02-02
Jersey,2373,23953,NA,NA,2021-02-02
Jo Daviess,1552,17104,NA,NA,2021-02-02
Johnson,1302,24832,NA,NA,2021-02-02
Kane,48425,489442,NA,NA,2021-02-02
Kankakee,11920,166015,NA,NA,2021-02-02
Kendall,10410,97985,NA,NA,2021-02-02
Knox,4806,66300,NA,NA,2021-02-02
Lake,56271,705907,NA,NA,2021-02-02
LaSalle,10128,122173,NA,NA,2021-02-02
Lawrence,2230,26440,NA,NA,2021-02-02
Lee,3222,47163,NA,NA,2021-02-02
Livingston,3955,64823,NA,NA,2021-02-02
Logan,3232,57964,NA,NA,2021-02-02
Macon,9142,123101,NA,NA,2021-02-02
Macoupin,4162,54826,NA,NA,2021-02-02
Madison,26351,237849,NA,NA,2021-02-02
Marion,4187,55291,NA,NA,2021-02-02
Marshall,747,14427,NA,NA,2021-02-02
Mason,1233,16509,NA,NA,2021-02-02
Massac,1131,8857,NA,NA,2021-02-02
McDonough,2242,34213,NA,NA,2021-02-02
McHenry,22892,238852,NA,NA,2021-02-02
McLean,13928,225884,NA,NA,2021-02-02
Menard,968,14396,NA,NA,2021-02-02
Mercer,1211,13760,NA,NA,2021-02-02
Monroe,3838,32109,NA,NA,2021-02-02
Montgomery,3278,48504,NA,NA,2021-02-02
Morgan,3382,42743,NA,NA,2021-02-02
Moultrie,1437,18244,NA,NA,2021-02-02
Ogle,4810,45540,NA,NA,2021-02-02
Out Of State,0,97401,NA,NA,2021-02-02
Peoria,15886,230786,NA,NA,2021-02-02
Perry,2899,29582,NA,NA,2021-02-02
Piatt,1237,23781,NA,NA,2021-02-02
Pike,1642,14161,NA,NA,2021-02-02
Pope,263,2270,NA,NA,2021-02-02
Pulaski,651,4803,NA,NA,2021-02-02
Putnam,375,4380,NA,NA,2021-02-02
Randolph,3870,40055,NA,NA,2021-02-02
Richland,1607,19621,NA,NA,2021-02-02
Rock Island,12447,145967,NA,NA,2021-02-02
Saline,2140,24544,NA,NA,2021-02-02
Sangamon,15330,275213,NA,NA,2021-02-02
Schuyler,660,9237,NA,NA,2021-02-02
Scott,425,6595,NA,NA,2021-02-02
Shelby,2054,19227,NA,NA,2021-02-02
St. Clair,23811,262729,NA,NA,2021-02-02
Stark,503,6874,NA,NA,2021-02-02
Stephenson,3764,42028,NA,NA,2021-02-02
Tazewell,12713,163137,NA,NA,2021-02-02
Unassigned,87,96117,NA,NA,2021-02-02
Union,2114,25774,NA,NA,2021-02-02
Vermilion,8073,96441,NA,NA,2021-02-02
Wabash,1261,11018,NA,NA,2021-02-02
Warren,1634,13669,NA,NA,2021-02-02
Washington,1526,10184,NA,NA,2021-02-02
Wayne,1588,12880,NA,NA,2021-02-02
White,1491,18825,NA,NA,2021-02-02
Whiteside,5589,50586,NA,NA,2021-02-02
Will,61556,638119,NA,NA,2021-02-02
Williamson,6549,77301,NA,NA,2021-02-02
Winnebago,27357,292315,NA,NA,2021-02-02
Woodford,3472,49504,NA,NA,2021-02-02
Adams,7717,113015,NA,NA,2021-02-01
Alexander,416,4500,NA,NA,2021-02-01
Bond,1809,20036,NA,NA,2021-02-01
Boone,5723,46901,NA,NA,2021-02-01
Brown,641,16908,NA,NA,2021-02-01
Bureau,3121,32259,NA,NA,2021-02-01
Calhoun,453,4610,NA,NA,2021-02-01
Carroll,1503,16018,NA,NA,2021-02-01
Cass,1834,15592,NA,NA,2021-02-01
Champaign,16378,1484479,NA,NA,2021-02-01
Chicago,235042,3024771,NA,NA,2021-02-01
Christian,3124,36346,NA,NA,2021-02-01
Clark,1592,12390,NA,NA,2021-02-01
Clay,1374,12303,NA,NA,2021-02-01
Clinton,5325,46901,NA,NA,2021-02-01
Coles,4900,57847,NA,NA,2021-02-01
Cook,219443,2757584,NA,NA,2021-02-01
Crawford,1895,26332,NA,NA,2021-02-01
Cumberland,1130,9404,NA,NA,2021-02-01
De Witt,1208,15590,NA,NA,2021-02-01
DeKalb,7853,96161,NA,NA,2021-02-01
Douglas,2124,23764,NA,NA,2021-02-01
DuPage,72610,937020,NA,NA,2021-02-01
Edgar,1508,11645,NA,NA,2021-02-01
Edwards,489,3295,NA,NA,2021-02-01
Effingham,4394,34062,NA,NA,2021-02-01
Fayette,3012,22798,NA,NA,2021-02-01
Ford,1436,21630,NA,NA,2021-02-01
Franklin,3996,38777,NA,NA,2021-02-01
Fulton,2694,57221,NA,NA,2021-02-01
Gallatin,408,3226,NA,NA,2021-02-01
Greene,1317,11302,NA,NA,2021-02-01
Grundy,4685,39288,NA,NA,2021-02-01
Hamilton,751,5570,NA,NA,2021-02-01
Hancock,1595,14883,NA,NA,2021-02-01
Hardin,317,4104,NA,NA,2021-02-01
Henderson,473,5530,NA,NA,2021-02-01
Henry,4179,52188,NA,NA,2021-02-01
Illinois,7452446,16419821,NA,NA,2021-02-01
Iroquois,2674,36143,NA,NA,2021-02-01
Jackson,4418,57770,NA,NA,2021-02-01
Jasper,1079,9248,NA,NA,2021-02-01
Jefferson,3717,35806,NA,NA,2021-02-01
Jersey,2366,23878,NA,NA,2021-02-01
Jo Daviess,1552,17056,NA,NA,2021-02-01
Johnson,1297,24780,NA,NA,2021-02-01
Kane,48339,487538,NA,NA,2021-02-01
Kankakee,11893,165217,NA,NA,2021-02-01
Kendall,10376,97657,NA,NA,2021-02-01
Knox,4801,66136,NA,NA,2021-02-01
Lake,56107,703380,NA,NA,2021-02-01
LaSalle,10104,121611,NA,NA,2021-02-01
Lawrence,2225,25600,NA,NA,2021-02-01
Lee,3218,47086,NA,NA,2021-02-01
Livingston,3943,64420,NA,NA,2021-02-01
Logan,3225,57853,NA,NA,2021-02-01
Macon,9126,122412,NA,NA,2021-02-01
Macoupin,4146,54478,NA,NA,2021-02-01
Madison,26251,237058,NA,NA,2021-02-01
Marion,4181,55183,NA,NA,2021-02-01
Marshall,748,14384,NA,NA,2021-02-01
Mason,1227,16359,NA,NA,2021-02-01
Massac,1124,8838,NA,NA,2021-02-01
McDonough,2240,33954,NA,NA,2021-02-01
McHenry,22837,237692,NA,NA,2021-02-01
McLean,13913,224970,NA,NA,2021-02-01
Menard,963,14354,NA,NA,2021-02-01
Mercer,1208,13726,NA,NA,2021-02-01
Monroe,3828,32030,NA,NA,2021-02-01
Montgomery,3267,48379,NA,NA,2021-02-01
Morgan,3369,42624,NA,NA,2021-02-01
Moultrie,1435,18174,NA,NA,2021-02-01
Ogle,4807,45364,NA,NA,2021-02-01
Out Of State,0,97073,NA,NA,2021-02-01
Peoria,15864,230146,NA,NA,2021-02-01
Perry,2889,29517,NA,NA,2021-02-01
Piatt,1231,23680,NA,NA,2021-02-01
Pike,1639,14131,NA,NA,2021-02-01
Pope,261,2264,NA,NA,2021-02-01
Pulaski,646,4776,NA,NA,2021-02-01
Putnam,374,4365,NA,NA,2021-02-01
Randolph,3867,39948,NA,NA,2021-02-01
Richland,1601,19466,NA,NA,2021-02-01
Rock Island,12439,145327,NA,NA,2021-02-01
Saline,2138,24458,NA,NA,2021-02-01
Sangamon,15298,274396,NA,NA,2021-02-01
Schuyler,660,9210,NA,NA,2021-02-01
Scott,422,6539,NA,NA,2021-02-01
Shelby,2049,19156,NA,NA,2021-02-01
St. Clair,23770,260791,NA,NA,2021-02-01
Stark,503,6859,NA,NA,2021-02-01
Stephenson,3759,41962,NA,NA,2021-02-01
Tazewell,12692,162554,NA,NA,2021-02-01
Unassigned,65,96015,NA,NA,2021-02-01
Union,2103,25611,NA,NA,2021-02-01
Vermilion,8040,96233,NA,NA,2021-02-01
Wabash,1248,10950,NA,NA,2021-02-01
Warren,1628,13607,NA,NA,2021-02-01
Washington,1524,10143,NA,NA,2021-02-01
Wayne,1585,12837,NA,NA,2021-02-01
White,1482,18679,NA,NA,2021-02-01
Whiteside,5572,50371,NA,NA,2021-02-01
Will,61416,635505,NA,NA,2021-02-01
Williamson,6534,77035,NA,NA,2021-02-01
Winnebago,27291,291298,NA,NA,2021-02-01
Woodford,3459,49204,NA,NA,2021-02-01
Adams,7701,112640,NA,NA,2021-01-31
Alexander,415,4489,NA,NA,2021-01-31
Bond,1808,19977,NA,NA,2021-01-31
Boone,5718,46698,NA,NA,2021-01-31
Brown,641,16900,NA,NA,2021-01-31
Bureau,3118,32133,NA,NA,2021-01-31
Calhoun,453,4598,NA,NA,2021-01-31
Carroll,1501,15992,NA,NA,2021-01-31
Cass,1832,15542,NA,NA,2021-01-31
Champaign,16327,1478321,NA,NA,2021-01-31
Chicago,234634,3012730,NA,NA,2021-01-31
Christian,3119,36269,NA,NA,2021-01-31
Clark,1590,12354,NA,NA,2021-01-31
Clay,1373,12280,NA,NA,2021-01-31
Clinton,5318,46732,NA,NA,2021-01-31
Coles,4896,57679,NA,NA,2021-01-31
Cook,219000,2746033,NA,NA,2021-01-31
Crawford,1893,26297,NA,NA,2021-01-31
Cumberland,1128,9385,NA,NA,2021-01-31
De Witt,1208,15526,NA,NA,2021-01-31
DeKalb,7845,95919,NA,NA,2021-01-31
Douglas,2120,23708,NA,NA,2021-01-31
DuPage,72454,933349,NA,NA,2021-01-31
Edgar,1508,11592,NA,NA,2021-01-31
Edwards,489,3295,NA,NA,2021-01-31
Effingham,4391,33962,NA,NA,2021-01-31
Fayette,3012,22745,NA,NA,2021-01-31
Ford,1436,21593,NA,NA,2021-01-31
Franklin,3991,38676,NA,NA,2021-01-31
Fulton,2690,57133,NA,NA,2021-01-31
Gallatin,408,3222,NA,NA,2021-01-31
Greene,1313,11276,NA,NA,2021-01-31
Grundy,4672,39146,NA,NA,2021-01-31
Hamilton,751,5559,NA,NA,2021-01-31
Hancock,1591,14805,NA,NA,2021-01-31
Hardin,317,4088,NA,NA,2021-01-31
Henderson,472,5516,NA,NA,2021-01-31
Henry,4175,52057,NA,NA,2021-01-31
Illinois,7427890,16355099,NA,NA,2021-01-31
Iroquois,2672,36108,NA,NA,2021-01-31
Jackson,4400,57473,NA,NA,2021-01-31
Jasper,1077,9228,NA,NA,2021-01-31
Jefferson,3714,35711,NA,NA,2021-01-31
Jersey,2356,23806,NA,NA,2021-01-31
Jo Daviess,1551,17018,NA,NA,2021-01-31
Johnson,1296,23835,NA,NA,2021-01-31
Kane,48243,485768,NA,NA,2021-01-31
Kankakee,11875,165018,NA,NA,2021-01-31
Kendall,10343,97274,NA,NA,2021-01-31
Knox,4792,65952,NA,NA,2021-01-31
Lake,55958,701043,NA,NA,2021-01-31
LaSalle,10088,120932,NA,NA,2021-01-31
Lawrence,2222,25572,NA,NA,2021-01-31
Lee,3213,47060,NA,NA,2021-01-31
Livingston,3932,64273,NA,NA,2021-01-31
Logan,3218,57791,NA,NA,2021-01-31
Macon,9117,122090,NA,NA,2021-01-31
Macoupin,4136,54346,NA,NA,2021-01-31
Madison,26173,236086,NA,NA,2021-01-31
Marion,4178,55132,NA,NA,2021-01-31
Marshall,743,14342,NA,NA,2021-01-31
Mason,1222,16329,NA,NA,2021-01-31
Massac,1122,8802,NA,NA,2021-01-31
McDonough,2231,33841,NA,NA,2021-01-31
McHenry,22765,236762,NA,NA,2021-01-31
McLean,13873,224549,NA,NA,2021-01-31
Menard,961,14323,NA,NA,2021-01-31
Mercer,1207,13698,NA,NA,2021-01-31
Monroe,3811,31924,NA,NA,2021-01-31
Montgomery,3253,47995,NA,NA,2021-01-31
Morgan,3365,42436,NA,NA,2021-01-31
Moultrie,1433,18150,NA,NA,2021-01-31
Ogle,4800,45244,NA,NA,2021-01-31
Out Of State,0,96853,NA,NA,2021-01-31
Peoria,15820,229452,NA,NA,2021-01-31
Perry,2879,28874,NA,NA,2021-01-31
Piatt,1229,23631,NA,NA,2021-01-31
Pike,1637,14077,NA,NA,2021-01-31
Pope,261,2248,NA,NA,2021-01-31
Pulaski,646,4762,NA,NA,2021-01-31
Putnam,374,4341,NA,NA,2021-01-31
Randolph,3861,39740,NA,NA,2021-01-31
Richland,1601,19461,NA,NA,2021-01-31
Rock Island,12426,144328,NA,NA,2021-01-31
Saline,2138,24390,NA,NA,2021-01-31
Sangamon,15262,273686,NA,NA,2021-01-31
Schuyler,659,9195,NA,NA,2021-01-31
Scott,422,6535,NA,NA,2021-01-31
Shelby,2048,19105,NA,NA,2021-01-31
St. Clair,23677,258026,NA,NA,2021-01-31
Stark,503,6847,NA,NA,2021-01-31
Stephenson,3750,41849,NA,NA,2021-01-31
Tazewell,12662,162073,NA,NA,2021-01-31
Unassigned,72,95935,NA,NA,2021-01-31
Union,2103,25535,NA,NA,2021-01-31
Vermilion,8025,95930,NA,NA,2021-01-31
Wabash,1247,10941,NA,NA,2021-01-31
Warren,1624,13579,NA,NA,2021-01-31
Washington,1523,10118,NA,NA,2021-01-31
Wayne,1576,12725,NA,NA,2021-01-31
White,1482,18674,NA,NA,2021-01-31
Whiteside,5570,50226,NA,NA,2021-01-31
Will,61289,632560,NA,NA,2021-01-31
Williamson,6522,76789,NA,NA,2021-01-31
Winnebago,27231,290404,NA,NA,2021-01-31
Woodford,3447,49028,NA,NA,2021-01-31
Adams,7699,112115,NA,NA,2021-01-30
Alexander,413,4467,NA,NA,2021-01-30
Bond,1808,19800,NA,NA,2021-01-30
Boone,5708,46537,NA,NA,2021-01-30
Brown,641,16124,NA,NA,2021-01-30
Bureau,3114,32009,NA,NA,2021-01-30
Calhoun,453,4587,NA,NA,2021-01-30
Carroll,1501,15928,NA,NA,2021-01-30
Cass,1830,15475,NA,NA,2021-01-30
Champaign,16296,1467219,NA,NA,2021-01-30
Chicago,234161,2997231,NA,NA,2021-01-30
Christian,3114,35683,NA,NA,2021-01-30
Clark,1590,12225,NA,NA,2021-01-30
Clay,1371,12200,NA,NA,2021-01-30
Clinton,5305,46526,NA,NA,2021-01-30
Coles,4885,57386,NA,NA,2021-01-30
Cook,218581,2731098,NA,NA,2021-01-30
Crawford,1890,26220,NA,NA,2021-01-30
Cumberland,1128,9318,NA,NA,2021-01-30
De Witt,1207,15472,NA,NA,2021-01-30
DeKalb,7827,95510,NA,NA,2021-01-30
Douglas,2109,23596,NA,NA,2021-01-30
DuPage,72279,928837,NA,NA,2021-01-30
Edgar,1506,11561,NA,NA,2021-01-30
Edwards,489,3288,NA,NA,2021-01-30
Effingham,4389,33843,NA,NA,2021-01-30
Fayette,3011,22658,NA,NA,2021-01-30
Ford,1433,21545,NA,NA,2021-01-30
Franklin,3986,38446,NA,NA,2021-01-30
Fulton,2684,56748,NA,NA,2021-01-30
Gallatin,407,3204,NA,NA,2021-01-30
Greene,1307,11206,NA,NA,2021-01-30
Grundy,4658,38922,NA,NA,2021-01-30
Hamilton,750,5516,NA,NA,2021-01-30
Hancock,1588,14766,NA,NA,2021-01-30
Hardin,317,4067,NA,NA,2021-01-30
Henderson,472,5494,NA,NA,2021-01-30
Henry,4172,51953,NA,NA,2021-01-30
Illinois,7394565,16263463,NA,NA,2021-01-30
Iroquois,2670,36044,NA,NA,2021-01-30
Jackson,4390,57288,NA,NA,2021-01-30
Jasper,1077,9187,NA,NA,2021-01-30
Jefferson,3701,34800,NA,NA,2021-01-30
Jersey,2351,23762,NA,NA,2021-01-30
Jo Daviess,1549,16973,NA,NA,2021-01-30
Johnson,1292,23743,NA,NA,2021-01-30
Kane,48145,483534,NA,NA,2021-01-30
Kankakee,11866,164625,NA,NA,2021-01-30
Kendall,10315,96744,NA,NA,2021-01-30
Knox,4780,64480,NA,NA,2021-01-30
Lake,55842,698089,NA,NA,2021-01-30
LaSalle,10056,119900,NA,NA,2021-01-30
Lawrence,2222,25494,NA,NA,2021-01-30
Lee,3206,46294,NA,NA,2021-01-30
Livingston,3920,64018,NA,NA,2021-01-30
Logan,3217,57702,NA,NA,2021-01-30
Macon,9100,121330,NA,NA,2021-01-30
Macoupin,4127,54183,NA,NA,2021-01-30
Madison,26033,234884,NA,NA,2021-01-30
Marion,4173,53849,NA,NA,2021-01-30
Marshall,740,14280,NA,NA,2021-01-30
Mason,1220,16250,NA,NA,2021-01-30
Massac,1116,8718,NA,NA,2021-01-30
McDonough,2228,33769,NA,NA,2021-01-30
McHenry,22706,235572,NA,NA,2021-01-30
McLean,13841,223433,NA,NA,2021-01-30
Menard,952,14268,NA,NA,2021-01-30
Mercer,1206,13655,NA,NA,2021-01-30
Monroe,3802,31764,NA,NA,2021-01-30
Montgomery,3243,47273,NA,NA,2021-01-30
